Date:14.08.2026	Unit:C	CHARGE:00:11	TP:01:00	DRYe:04:26	FCs:06:48	FCe:	SCs:	SCe:	DROP:08:02	COOL:	Time:22:16
Time1	Time2	ET	BT	Event	{3}	{0}	SV	AT	{1}	AH
00:00		-1.0	-1.0		-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
00:02		-1.0	-1.0		-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
00:03		156.7	160.2		15.0	20.0	160.0	30.0	90.0	1.0
00:05		156.5	160.1		10.0	20.0	160.0	30.0	90.0	1.0
00:06		156.65	160.1		5.0	20.0	160.0	30.0	90.0	0.66666667
00:08		156.8	160.1		25.0	20.0	160.0	30.0	90.0	0.33333333
00:09		156.8	159.8		0.0	20.0	160.0	30.0	90.0	0.0
00:11	00:00	156.8	159.8	CHARGE	0.0	20.0	160.0	30.0	90.0	0.0
00:12	00:02	156.6	159.8		0.0	20.0	160.0	30.0	90.0	0.0
00:14	00:03	156.8	159.7		0.0	20.0	160.0	30.0	90.0	0.0
00:15	00:05	157.0	155.6		0.0	20.0	160.0	30.0	90.0	0.0
00:17	00:06	159.1	148.4		0.0	20.0	160.0	30.0	90.0	0.0
00:18	00:08	160.1	144.9		0.0	20.0	160.0	30.0	90.0	0.0
00:20	00:09	160.7	142.3		0.0	20.0	160.0	30.0	90.0	0.0
00:21	00:10	161.4	139.5		0.0	20.0	160.0	30.0	90.0	0.0
00:23	00:12	161.4	137.1		0.0	20.0	160.0	30.0	90.0	0.0
00:24	00:14	161.4	135.1		0.0	20.0	160.0	30.0	90.0	0.0
00:26	00:15	161.5	132.9		0.0	20.0	160.0	30.0	90.0	0.0
00:27	00:17	161.35	131.1		0.0	20.0	179.66666667	30.0	90.0	0.0
00:29	00:18	161.2	129.7		0.0	20.0	199.33333333	30.0	90.0	0.0
00:30	00:20	160.7	127.6		0.0	20.0	219.0	30.0	90.0	0.0
00:32	00:21	160.2	126.0		0.0	20.0	219.0	30.0	90.0	0.0
00:33	00:23	160.0	125.2		0.0	20.0	219.0	30.0	90.0	0.0
00:35	00:24	159.8	124.0		0.0	20.0	219.33333333	30.0	90.0	0.0
00:36	00:26	159.6	123.1		0.0	20.0	219.66666667	30.0	90.0	0.0
00:38	00:27	159.2	122.1		0.0	20.0	220.0	30.0	90.0	0.0
00:39	00:29	158.95	121.6		0.0	20.0	220.0	30.0	90.0	0.0
00:41	00:30	158.7	120.8		0.0	20.0	220.0	30.0	90.0	0.0
