Date:17.08.2026	Unit:C	CHARGE:02:02	TP:02:49	DRYe:06:23	FCs:07:43	FCe:	SCs:	SCe:	DROP:08:24	COOL:	Time:21:44
Time1	Time2	ET	BT	Event	{3}	{0}	SV	AT	{1}	AH
00:00		166.4	164.2		0.0	30.0	230.0	29.0	90.0	0.0
00:01		166.4	164.2		0.0	30.0	230.0	29.0	90.0	0.0
00:03		166.6	163.9		0.0	30.0	230.0	29.0	90.0	0.0
00:04		166.7	163.7		0.0	30.0	230.0	29.0	90.0	0.0
00:06		166.3	163.5		33.33333333	30.0	230.0	29.0	90.0	0.33333333
00:07		166.05	163.3		66.66666667	30.0	230.0	29.0	90.0	0.66666667
00:09		165.8	163.7		100.0	30.0	230.0	29.0	90.0	1.0
00:10		166.25	163.1		100.0	30.0	215.0	29.0	90.0	1.0
00:12		166.7	163.5		100.0	30.0	200.0	29.0	90.0	1.0
00:14		167.8	164.0		100.0	30.0	185.0	29.0	90.0	1.0
00:15		169.6	164.9		100.0	30.0	185.0	29.0	90.0	1.0
00:17		171.2	165.5		100.0	30.0	185.0	29.0	90.0	1.0
00:18		172.1	166.2		100.0	30.0	185.0	29.0	90.0	1.0
00:20		173.5	166.8		100.0	30.0	185.0	29.0	90.0	1.0
00:21		174.9	167.4		100.0	30.0	185.0	29.0	90.0	1.0
00:22		176.2	168.1		100.0	30.0	185.0	29.0	90.0	1.0
00:24		177.2	168.8		100.0	30.0	185.0	29.0	90.0	1.0
00:25		178.4	169.2		100.0	30.0	185.0	29.0	90.0	1.0
00:27		179.6	170.2		100.0	30.0	185.0	29.0	90.0	1.0
00:28		180.8	170.9		100.0	30.0	185.0	29.0	90.0	1.0
00:30		182.8	171.4		100.0	30.0	185.0	29.0	90.0	1.0
00:32		184.1	172.6		100.0	30.0	185.0	29.0	90.0	1.0
00:33		185.2	173.4		100.0	30.0	185.0	29.0	90.0	1.0
00:34		186.6	174.4		100.0	30.0	185.0	29.0	90.0	1.0
00:36		187.9	175.2		100.0	30.0	185.0	29.0	90.0	1.0
00:37		188.8	176.2		100.0	30.0	185.0	29.0	90.0	1.0
00:39		190.1	176.9		100.0	30.0	185.0	29.0	90.0	1.0
00:40		191.4	177.8		100.0	30.0	185.0	29.0	90.0	1.0
00:42		192.5	178.7		100.0	30.0	185.0	29.0	90.0	1.0
00:43		193.6	179.7		100.0	30.0	185.0	29.0	90.0	1.0
00:45		195.3	180.9		98.33333333	30.0	185.0	29.0	90.0	1.0
00:46		196.8	182.0		96.66666667	30.0	185.0	29.0	90.0	1.0
00:48		197.7	183.0		95.0	30.0	185.0	29.0	90.0	1.0
00:49		198.8	184.1		75.0	30.0	185.0	29.0	90.0	1.0
00:51		199.4	184.7		40.0	30.0	185.0	29.0	90.0	1.0
00:52		199.1	185.2		15.0	30.0	185.0	29.0	90.0	1.0
00:54		198.8	185.33333333		5.0	30.0	185.0	29.0	90.0	1.0
00:55		198.0	185.46666667		2.5	30.0	185.0	29.0	90.0	1.0
00:57		197.2	185.6		0.0	30.0	185.0	29.0	90.0	1.0
00:58		196.1	185.6		0.0	30.0	185.0	29.0	90.0	1.0
00:60		195.5	185.6		0.0	30.0	185.0	29.0	90.0	1.0
01:02		194.9	185.7		5.0	30.0	185.0	29.0	90.0	1.0
01:03		194.3	185.4		10.0	30.0	185.0	29.0	90.0	1.0
01:04		193.8	185.1		15.0	30.0	185.0	29.0	90.0	1.0
01:06		193.0	185.4		0.0	30.0	185.0	29.0	90.0	1.0
01:07		192.6	185.26666667		5.0	30.0	185.0	29.0	90.0	1.0
01:09		191.7	185.13333333		10.0	30.0	185.0	29.0	90.0	1.0
01:10		191.1	185.0		20.0	30.0	185.0	29.0	90.0	1.0
01:12		190.65	184.6		40.0	30.0	185.0	29.0	90.0	1.0
01:14		190.2	185.0		25.0	30.0	185.0	29.0	90.0	1.0
01:15		189.8	184.85		32.5	30.0	185.0	29.0	90.0	0.66666667
